plateifu,ew_1re,sn3_lier05_class,sn3_lier05_central,sn3_lier05_outer,sn3_lier05_has_sy_annulus,sn3_lier05_last_lier_re,sn2_lier05_class,sn2_lier05_central,sn2_lier05_outer,sn2_lier05_has_sy_annulus,sn2_lier05_last_lier_re,sn3_lier04_class,sn3_lier04_central,sn3_lier04_outer,sn3_lier04_has_sy_annulus,sn3_lier04_last_lier_re,sn3_lier06_class,sn3_lier06_central,sn3_lier06_outer,sn3_lier06_has_sy_annulus,sn3_lier06_last_lier_re,baseline_radial_profile,bpt_figure_path
11017-12701,4.837384870065359,cLIER,LIER,SF,False,0.79764165,cLIER,LIER,LIER,False,0.89769115,cLIER,LIER,LIER,False,0.79764165,cLIER,LIER,SF,False,0.63811332,"[{""r"": 0.15952833, ""class"": ""LIER""}, {""r"": 0.31905666, ""class"": ""LIER""}, {""r"": 0.47858499, ""class"": ""LIER""}, {""r"": 0.63811332, ""class"": ""LIER""}, {""r"": 0.79764165, ""class"": ""LIER""}, {""r"": 0.95716998, ""class"": ""SF""}, {""r"": 1.1166983099999999, ""class"": ""SF""}, {""r"": 1.27622664, ""class"": ""SF""}, {""r"": 1.43575497, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5952833000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-12701.png
11017-12702,0.5138473331042944,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-12702.png
11017-12703,21.579975535847456,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.19366297999999998, ""class"": ""SF""}, {""r"": 0.38732595999999997, ""class"": ""SF""}, {""r"": 0.5809889399999999, ""class"": ""SF""}, {""r"": 0.7746519199999999, ""class"": ""SF""}, {""r"": 0.9683149, ""class"": ""SF""}, {""r"": 1.16197788, ""class"": ""SF""}, {""r"": 1.35564086, ""class"": ""SF""}, {""r"": 1.54930384, ""class"": ""SF""}, {""r"": 1.7429668200000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9366298000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-12703.png
11017-12704,10.869671697340427,cLIER,LIER,SF,False,0.5104333,cLIER,LIER,SF,False,0.5426578,cLIER,LIER,SF,False,0.5104333,cLIER,LIER,SF,False,0.5104333,"[{""r"": 0.25521665, ""class"": ""LIER""}, {""r"": 0.5104333, ""class"": ""LIER""}, {""r"": 0.76564995, ""class"": ""SF""}, {""r"": 1.0208666, ""class"": ""SF""}, {""r"": 1.27608325, ""class"": ""SF""}, {""r"": 1.5312998999999998, ""class"": ""SF""}, {""r"": 1.7865165499999998, ""class"": ""SF""}, {""r"": 2.0417332, ""class"": ""SF""}, {""r"": 2.29694985, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.5521665, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-12704.png
11017-12705,25.887324865727,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.21729689, ""class"": ""SF""}, {""r"": 0.43459378, ""class"": ""SF""}, {""r"": 0.65189067, ""class"": ""SF""}, {""r"": 0.86918756, ""class"": ""SF""}, {""r"": 1.08648445, ""class"": ""SF""}, {""r"": 1.30378134, ""class"": ""SF""}, {""r"": 1.52107823, ""class"": ""SF""}, {""r"": 1.7383751200000002, ""class"": ""SF""}, {""r"": 1.9556720100000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1729689000000003, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-12705.png
11017-1901,1.52097426779661,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,eLIER,LIER,Bad_SNR (Lineless),False,1.1137524,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-1901.png
11017-1902,0.7609023712837838,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-1902.png
11017-3701,0.31950392317735843,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-3701.png
11017-3702,0.683385975368421,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-3702.png
11017-3703,0.11136164654807693,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-3703.png
11017-3704,9.068784872631579,outLIER,SF,LIER,True,2.0672968000000007,outLIER,SF,LIER,True,2.2636817600000003,outLIER,SF,LIER,True,2.0672968000000007,SF,SF,LIER,True,nan,"[{""r"": 0.25841210000000003, ""class"": ""SF""}, {""r"": 0.5168242000000001, ""class"": ""SF""}, {""r"": 0.7752363000000001, ""class"": ""Sy""}, {""r"": 1.0336484000000001, ""class"": ""LIER""}, {""r"": 1.2920605000000003, ""class"": ""LIER""}, {""r"": 1.5504726000000004, ""class"": ""LIER""}, {""r"": 1.8088847000000006, ""class"": ""LIER""}, {""r"": 2.0672968000000007, ""class"": ""LIER""}, {""r"": 2.325708900000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.584121000000001, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-3704.png
11017-6101,19.887666386243385,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.22144797, ""class"": ""SF""}, {""r"": 0.44289594, ""class"": ""SF""}, {""r"": 0.6643439099999999, ""class"": ""SF""}, {""r"": 0.88579188, ""class"": ""SF""}, {""r"": 1.10723985, ""class"": ""SF""}, {""r"": 1.32868782, ""class"": ""SF""}, {""r"": 1.5501357900000001, ""class"": ""SF""}, {""r"": 1.7715837600000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9930317300000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.2144797, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-6101.png
11017-6102,1.1212331290076336,eLIER,LIER,Bad_SNR (Lineless),False,0.62915991,cLIER,LIER,Bad_SNR (Lineless),False,1.14186612,eLIER,LIER,Bad_SNR (Lineless),False,0.62915991,eLIER,LIER,Bad_SNR (Lineless),False,0.62915991,"[{""r"": 0.20971997, ""class"": ""LIER""}, {""r"": 0.41943994, ""class"": ""LIER""}, {""r"": 0.62915991, ""class"": ""LIER""}, {""r"": 0.83887988, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.04859985, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.25831982, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4680397900000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6777597600000003, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8874797300000004, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0971997000000004, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-6102.png
11017-6103,64.6085797624521,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.27922006, ""class"": ""SF""}, {""r"": 0.55844012, ""class"": ""SF""}, {""r"": 0.83766018, ""class"": ""SF""}, {""r"": 1.11688024, ""class"": ""SF""}, {""r"": 1.3961003, ""class"": ""SF""}, {""r"": 1.6753203600000002, ""class"": ""SF""}, {""r"": 1.9545404200000003, ""class"": ""SF""}, {""r"": 2.2337604800000004, ""class"": ""SF""}, {""r"": 2.5129805400000005, ""class"": ""SF""}, {""r"": 2.7922006000000006, ""class"": ""SF""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-6103.png
11017-6104,7.7425519793388435,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.30433557, ""class"": ""LIER""}, {""r"": 0.60867114, ""class"": ""SF""}, {""r"": 0.91300671, ""class"": ""SF""}, {""r"": 1.21734228, ""class"": ""SF""}, {""r"": 1.52167785, ""class"": ""SF""}, {""r"": 1.8260134200000002, ""class"": ""SF""}, {""r"": 2.1303489900000003, ""class"": ""SF""}, {""r"": 2.4346845600000004, ""class"": ""SF""}, {""r"": 2.7390201300000006, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.0433557000000007, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-6104.png
11017-9101,7.23891652225201,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.23209746, ""class"": ""SF""}, {""r"": 0.46419492, ""class"": ""SF""}, {""r"": 0.69629238, ""class"": ""SF""}, {""r"": 0.92838984, ""class"": ""SF""}, {""r"": 1.1604873, ""class"": ""SF""}, {""r"": 1.39258476, ""class"": ""SF""}, {""r"": 1.6246822200000002, ""class"": ""SF""}, {""r"": 1.8567796800000003, ""class"": ""SF""}, {""r"": 2.08887714, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3209746, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-9101.png
11017-9102,0.8179934524919786,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11017/11017-9102.png
11018-12701,11.210415306426736,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,SF,False,nan,outLIER,SF,Bad_SNR (Lineless),False,1.06952835,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.21390567, ""class"": ""SF""}, {""r"": 0.42781134, ""class"": ""SF""}, {""r"": 0.64171701, ""class"": ""SF""}, {""r"": 0.85562268, ""class"": ""SF""}, {""r"": 1.06952835, ""class"": ""SF""}, {""r"": 1.2834340199999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4973396899999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.7112453599999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9251510299999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1390567, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-12701.png
11018-12702,16.505861931683928,cLIER,LIER,SF,False,0.10898752,cLIER,LIER,SF,False,0.10898752,cLIER,LIER,SF,False,0.10898752,SF,SF,SF,False,nan,"[{""r"": 0.10898752, ""class"": ""LIER""}, {""r"": 0.21797504, ""class"": ""SF""}, {""r"": 0.32696256, ""class"": ""SF""}, {""r"": 0.43595008, ""class"": ""SF""}, {""r"": 0.5449376, ""class"": ""SF""}, {""r"": 0.65392512, ""class"": ""SF""}, {""r"": 0.76291264, ""class"": ""SF""}, {""r"": 0.87190016, ""class"": ""SF""}, {""r"": 0.98088768, ""class"": ""SF""}, {""r"": 1.0898752, ""class"": ""SF""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-12702.png
11018-12703,6.070039683156603,SF,SF,Bad_SNR (Lineless),False,nan,cLIER,LIER,Bad_SNR (Lineless),False,0.39059064,cLIER,LIER,Bad_SNR (Lineless),False,0.47682750000000007,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.15894250000000001, ""class"": ""SF""}, {""r"": 0.31788500000000003, ""class"": ""LIER""}, {""r"": 0.47682750000000007, ""class"": ""SF""}, {""r"": 0.6357700000000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7947125, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.953655, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.1125975000000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.2715400000000001, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.4304825, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.589425, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-12703.png
11018-12704,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,,
11018-12705,1.997495366100509,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-12705.png
11018-1901,0.2101682298640741,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-1901.png
11018-1902,22.81121175862069,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.36184084, ""class"": ""SF""}, {""r"": 0.72368168, ""class"": ""SF""}, {""r"": 1.08552252, ""class"": ""SF""}, {""r"": 1.44736336, ""class"": ""SF""}, {""r"": 1.8092042, ""class"": ""SF""}, {""r"": 2.17104504, ""class"": ""SF""}, {""r"": 2.5328858800000003, ""class"": ""SF""}, {""r"": 2.8947267200000004, ""class"": ""SF""}, {""r"": 3.2565675600000006, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.6184084000000007, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-1902.png
11018-3701,7.86612631748879,SF,SF,SF,False,nan,SF,SF,SF,False,nan,cLIER,LIER,SF,False,0.40426653999999995,SF,SF,SF,False,nan,"[{""r"": 0.20213326999999998, ""class"": ""LIER""}, {""r"": 0.40426653999999995, ""class"": ""LIER""}, {""r"": 0.6063998099999999, ""class"": ""SF""}, {""r"": 0.8085330799999999, ""class"": ""SF""}, {""r"": 1.01066635, ""class"": ""SF""}, {""r"": 1.21279962, ""class"": ""SF""}, {""r"": 1.41493289, ""class"": ""SF""}, {""r"": 1.61706616, ""class"": ""SF""}, {""r"": 1.81919943, ""class"": ""SF""}, {""r"": 2.0213327, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-3701.png
11018-3702,19.376548006355932,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.1716404, ""class"": ""SF""}, {""r"": 0.3432808, ""class"": ""SF""}, {""r"": 0.5149212, ""class"": ""SF""}, {""r"": 0.6865616, ""class"": ""SF""}, {""r"": 0.858202, ""class"": ""SF""}, {""r"": 1.0298424, ""class"": ""SF""}, {""r"": 1.2014828, ""class"": ""SF""}, {""r"": 1.3731232, ""class"": ""SF""}, {""r"": 1.5447636, ""class"": ""SF""}, {""r"": 1.716404, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-3702.png
11018-3703,45.61041776821192,SF,SF,SF,False,nan,outLIER,SF,SF,False,2.782906,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.263371, ""class"": ""SF""}, {""r"": 0.526742, ""class"": ""SF""}, {""r"": 0.7901130000000001, ""class"": ""SF""}, {""r"": 1.053484, ""class"": ""SF""}, {""r"": 1.316855, ""class"": ""SF""}, {""r"": 1.5802260000000001, ""class"": ""SF""}, {""r"": 1.8435970000000002, ""class"": ""SF""}, {""r"": 2.106968, ""class"": ""SF""}, {""r"": 2.3703390000000004, ""class"": ""SF""}, {""r"": 2.6337100000000007, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-3703.png
11018-3704,1.101054879861237,eLIER,LIER,LIER,False,0.5945576000000001,eLIER,LIER,LIER,False,0.6559674,eLIER,LIER,LIER,False,0.5945576000000001,eLIER,LIER,LIER,False,0.5945576000000001,"[{""r"": 0.0849368, ""class"": ""LIER""}, {""r"": 0.1698736, ""class"": ""LIER""}, {""r"": 0.2548104, ""class"": ""LIER""}, {""r"": 0.3397472, ""class"": ""LIER""}, {""r"": 0.42468400000000006, ""class"": ""LIER""}, {""r"": 0.5096208000000001, ""class"": ""LIER""}, {""r"": 0.5945576000000001, ""class"": ""LIER""}, {""r"": 0.6794944000000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7644312000000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.8493680000000002, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-3704.png
11018-6101,4.480450040892193,outLIER,SF,LIER,False,1.63823345,outLIER,SF,LIER,False,1.9653447099999999,outLIER,SF,LIER,False,1.63823345,outLIER,SF,SF,False,1.63823345,"[{""r"": 0.23403334999999997, ""class"": ""SF""}, {""r"": 0.46806669999999995, ""class"": ""SF""}, {""r"": 0.7021000499999999, ""class"": ""SF""}, {""r"": 0.9361333999999999, ""class"": ""SF""}, {""r"": 1.17016675, ""class"": ""LIER""}, {""r"": 1.4042001, ""class"": ""LIER""}, {""r"": 1.63823345, ""class"": ""LIER""}, {""r"": 1.8722668, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.10630015, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3403335, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-6101.png
11018-6102,15.497422785440614,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.17382436, ""class"": ""SF""}, {""r"": 0.34764872, ""class"": ""SF""}, {""r"": 0.52147308, ""class"": ""SF""}, {""r"": 0.69529744, ""class"": ""SF""}, {""r"": 0.8691218, ""class"": ""SF""}, {""r"": 1.04294616, ""class"": ""SF""}, {""r"": 1.21677052, ""class"": ""SF""}, {""r"": 1.39059488, ""class"": ""SF""}, {""r"": 1.56441924, ""class"": ""SF""}, {""r"": 1.7382436, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-6102.png
11018-6103,6.635362921875,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.16727922, ""class"": ""SF""}, {""r"": 0.33455844, ""class"": ""SF""}, {""r"": 0.5018376600000001, ""class"": ""SF""}, {""r"": 0.66911688, ""class"": ""SF""}, {""r"": 0.8363961, ""class"": ""SF""}, {""r"": 1.00367532, ""class"": ""SF""}, {""r"": 1.1709545399999999, ""class"": ""SF""}, {""r"": 1.3382337599999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.5055129799999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6727921999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8400714199999997, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-6103.png
11018-6104,17.743129410569107,outLIER,SF,Bad_SNR (Lineless),False,0.9786741599999998,outLIER,SF,Bad_SNR (Lineless),False,1.18601896,outLIER,SF,Bad_SNR (Lineless),False,0.9786741599999998,outLIER,SF,Bad_SNR (Lineless),False,0.9786741599999998,"[{""r"": 0.12233427, ""class"": ""SF""}, {""r"": 0.24466854, ""class"": ""SF""}, {""r"": 0.36700281, ""class"": ""SF""}, {""r"": 0.48933708, ""class"": ""SF""}, {""r"": 0.61167135, ""class"": ""SF""}, {""r"": 0.7340056199999999, ""class"": ""SF""}, {""r"": 0.8563398899999999, ""class"": ""LIER""}, {""r"": 0.9786741599999998, ""class"": ""LIER""}, {""r"": 1.1010084299999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.2233427, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-6104.png
11018-9101,2.574780451951872,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,SF,SF,SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11018/11018-9101.png
