plateifu,ew_1re,sn3_lier05_class,sn3_lier05_central,sn3_lier05_outer,sn3_lier05_has_sy_annulus,sn3_lier05_last_lier_re,sn2_lier05_class,sn2_lier05_central,sn2_lier05_outer,sn2_lier05_has_sy_annulus,sn2_lier05_last_lier_re,sn3_lier04_class,sn3_lier04_central,sn3_lier04_outer,sn3_lier04_has_sy_annulus,sn3_lier04_last_lier_re,sn3_lier06_class,sn3_lier06_central,sn3_lier06_outer,sn3_lier06_has_sy_annulus,sn3_lier06_last_lier_re,baseline_radial_profile,bpt_figure_path
11013-6102,44.06513210817942,SF,SF,SF,False,nan,outLIER,SF,SF,False,1.99129368,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.23765087000000001, ""class"": ""SF""}, {""r"": 0.47530174000000003, ""class"": ""SF""}, {""r"": 0.7129526100000001, ""class"": ""SF""}, {""r"": 0.9506034800000001, ""class"": ""SF""}, {""r"": 1.18825435, ""class"": ""SF""}, {""r"": 1.42590522, ""class"": ""SF""}, {""r"": 1.66355609, ""class"": ""SF""}, {""r"": 1.90120696, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.13885783, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3765087, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11013/11013-6102.png
11013-6103,12.920676212418298,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,SF,False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.19587091, ""class"": ""SF""}, {""r"": 0.39174182, ""class"": ""SF""}, {""r"": 0.58761273, ""class"": ""SF""}, {""r"": 0.78348364, ""class"": ""SF""}, {""r"": 0.97935455, ""class"": ""SF""}, {""r"": 1.17522546, ""class"": ""SF""}, {""r"": 1.37109637, ""class"": ""SF""}, {""r"": 1.56696728, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.76283819, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9587091, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11013/11013-6103.png
11013-6104,7.426743841496598,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.25256677, ""class"": ""LIER""}, {""r"": 0.50513354, ""class"": ""SF""}, {""r"": 0.7577003099999999, ""class"": ""SF""}, {""r"": 1.01026708, ""class"": ""SF""}, {""r"": 1.26283385, ""class"": ""SF""}, {""r"": 1.51540062, ""class"": ""SF""}, {""r"": 1.7679673900000001, ""class"": ""SF""}, {""r"": 2.02053416, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.27310093, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.5256677, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11013/11013-6104.png
11013-9101,1.3006308770552328,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11013/11013-9101.png
11013-9102,41.53096344827587,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,SF,False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.3043168, ""class"": ""SF""}, {""r"": 0.6086336, ""class"": ""SF""}, {""r"": 0.9129503999999999, ""class"": ""SF""}, {""r"": 1.2172672, ""class"": ""SF""}, {""r"": 1.521584, ""class"": ""SF""}, {""r"": 1.8259008, ""class"": ""SF""}, {""r"": 2.1302176, ""class"": ""SF""}, {""r"": 2.4345344, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.7388512, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 3.043168, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11013/11013-9102.png
11014-12701,8.295787661333334,SF,SF,Bad_SNR (Lineless),True,nan,SF,SF,SF,True,nan,SF,SF,Bad_SNR (Lineless),True,nan,SF,SF,Bad_SNR (Lineless),True,nan,"[{""r"": 0.22081966, ""class"": ""Sy""}, {""r"": 0.44163932, ""class"": ""SF""}, {""r"": 0.66245898, ""class"": ""SF""}, {""r"": 0.88327864, ""class"": ""SF""}, {""r"": 1.1040983, ""class"": ""SF""}, {""r"": 1.32491796, ""class"": ""SF""}, {""r"": 1.5457376200000001, ""class"": ""SF""}, {""r"": 1.7665572800000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.9873769400000003, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.2081966000000004, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-12701.png
11014-12702,0.3934180122163423,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-12702.png
11014-12703,0.28684321396218276,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-12703.png
11014-12704,0.5768545945379099,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-12704.png
11014-12705,1.3035193529052247,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,SF,SF,Bad_SNR (Lineless),False,nan,"[{""r"": 0.041737344999999995, ""class"": ""SF""}, {""r"": 0.08347468999999999, ""class"": ""SF""}, {""r"": 0.125212035, ""class"": ""SF""}, {""r"": 0.16694937999999998, ""class"": ""SF""}, {""r"": 0.20868672499999996, ""class"": ""SF""}, {""r"": 0.25042406999999994, ""class"": ""SF""}, {""r"": 0.2921614149999999, ""class"": ""SF""}, {""r"": 0.3338987599999999, ""class"": ""SF""}, {""r"": 0.3756361049999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.41737344999999987, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.45911079499999985, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-12705.png
11014-1901,0.2939959112325301,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-1901.png
11014-1902,0.11775375086170213,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-1902.png
11014-3701,0.2712756287103773,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-3701.png
11014-3702,0.09310557553442622,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-3702.png
11014-3703,0.1324937376927461,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-3703.png
11014-3704,62.670916411858975,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.16271024, ""class"": ""SF""}, {""r"": 0.32542048, ""class"": ""SF""}, {""r"": 0.48813072, ""class"": ""SF""}, {""r"": 0.65084096, ""class"": ""SF""}, {""r"": 0.8135512, ""class"": ""SF""}, {""r"": 0.97626144, ""class"": ""SF""}, {""r"": 1.13897168, ""class"": ""SF""}, {""r"": 1.30168192, ""class"": ""SF""}, {""r"": 1.46439216, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6271024, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-3704.png
11014-6101,0.2537783805,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-6101.png
11014-6102,0.5720768774683546,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-6102.png
11014-6103,0.23916721596481355,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-6103.png
11014-6104,0.2690610212462783,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-6104.png
11014-9101,6.774500524390245,Sy,Sy,Bad_SNR (Lineless),True,nan,Sy,Sy,Bad_SNR (Lineless),True,nan,Sy,Sy,Bad_SNR (Lineless),True,nan,Sy,Sy,Bad_SNR (Lineless),True,nan,"[{""r"": 0.23174553000000003, ""class"": ""Sy""}, {""r"": 0.46349106000000007, ""class"": ""Sy""}, {""r"": 0.6952365900000002, ""class"": ""Sy""}, {""r"": 0.9269821200000001, ""class"": ""Sy""}, {""r"": 1.15872765, ""class"": ""Sy""}, {""r"": 1.39047318, ""class"": ""Sy""}, {""r"": 1.62221871, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.85396424, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.0857097700000002, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3174553, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-9101.png
11014-9102,0.7150947582722513,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11014/11014-9102.png
11015-12701,0.5476407066411483,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-12701.png
11015-12702,0.21901224863513516,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-12702.png
11015-12703,0.3285160704509804,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-12703.png
11015-12704,0.15583103264492754,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-12704.png
11015-12705,0.14621990258771927,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-12705.png
11015-1901,0.19887071159859157,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-1901.png
11015-1902,0.5168989689787903,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-1902.png
11015-3701,0.13809703987747748,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-3701.png
11015-3702,0.2155058077365385,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-3702.png
11015-3703,32.81605273913043,outLIER,SF,LIER,False,2.079449839999999,outLIER,SF,LIER,False,2.1622974,outLIER,SF,LIER,False,2.079449839999999,outLIER,SF,LIER,False,2.079449839999999,"[{""r"": 0.25993122999999996, ""class"": ""SF""}, {""r"": 0.5198624599999999, ""class"": ""SF""}, {""r"": 0.7797936899999999, ""class"": ""SF""}, {""r"": 1.0397249199999998, ""class"": ""SF""}, {""r"": 1.2996561499999997, ""class"": ""SF""}, {""r"": 1.5595873799999995, ""class"": ""SF""}, {""r"": 1.8195186099999994, ""class"": ""LIER""}, {""r"": 2.079449839999999, ""class"": ""LIER""}, {""r"": 2.339381069999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.599312299999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.8592435299999988, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-3703.png
11015-3704,0.27669699891566263,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-3704.png
11015-6101,0.30878377778048777,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-6101.png
11015-6102,0.16313339635481927,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-6102.png
11015-6103,0.25346571539807694,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-6103.png
11015-6104,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,Merger,Merger,Merger,False,nan,,
11015-9101,0.22257596836363638,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-9101.png
11015-9102,0.11227068021590908,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11015/11015-9102.png
11016-12701,26.13289374340176,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.25030180999999996, ""class"": ""SF""}, {""r"": 0.5006036199999999, ""class"": ""SF""}, {""r"": 0.7509054299999999, ""class"": ""SF""}, {""r"": 1.0012072399999998, ""class"": ""SF""}, {""r"": 1.2515090499999997, ""class"": ""SF""}, {""r"": 1.5018108599999995, ""class"": ""SF""}, {""r"": 1.7521126699999994, ""class"": ""SF""}, {""r"": 2.002414479999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.252716289999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.503018099999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.7533199099999988, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-12701.png
11016-12702,7.189583275532759,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,cLIER,LIER,SF,False,0.14782615,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),SF,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-12702.png
11016-12703,3.0627904100155274,cLIER,LIER,SF,False,0.23604447999999997,cLIER,LIER,SF,False,0.48466554000000006,cLIER,LIER,SF,False,0.23604447999999997,cLIER,LIER,SF,False,0.23604447999999997,"[{""r"": 0.23604447999999997, ""class"": ""LIER""}, {""r"": 0.47208895999999995, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.7081334399999999, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 0.9441779199999999, ""class"": ""SF""}, {""r"": 1.1802224, ""class"": ""SF""}, {""r"": 1.4162668799999998, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.6523113599999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.8883558399999996, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.1244003199999995, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3604447999999993, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.5964892799999992, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-12703.png
11016-12704,16.863561361851474,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.18135859999999998, ""class"": ""SF""}, {""r"": 0.36271719999999996, ""class"": ""SF""}, {""r"": 0.5440757999999999, ""class"": ""SF""}, {""r"": 0.7254343999999999, ""class"": ""SF""}, {""r"": 0.906793, ""class"": ""SF""}, {""r"": 1.0881516, ""class"": ""SF""}, {""r"": 1.2695102, ""class"": ""SF""}, {""r"": 1.4508688, ""class"": ""SF""}, {""r"": 1.6322274, ""class"": ""SF""}, {""r"": 1.8135860000000001, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-12704.png
11016-12705,0.2433589773628713,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-12705.png
11016-1901,5.860925857009345,SF,SF,SF,False,nan,SF,SF,SF,False,nan,cLIER,LIER,SF,False,0.86340216,SF,SF,SF,False,nan,"[{""r"": 0.21585054, ""class"": ""LIER""}, {""r"": 0.43170108, ""class"": ""LIER""}, {""r"": 0.64755162, ""class"": ""LIER""}, {""r"": 0.86340216, ""class"": ""SF""}, {""r"": 1.0792527, ""class"": ""SF""}, {""r"": 1.29510324, ""class"": ""SF""}, {""r"": 1.51095378, ""class"": ""SF""}, {""r"": 1.7268043199999998, ""class"": ""SF""}, {""r"": 1.9426548599999998, ""class"": ""SF""}, {""r"": 2.1585053999999997, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.3743559399999996, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-1901.png
11016-1902,0.17540906046078428,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-1902.png
11016-3701,0.2386054377323944,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-3701.png
11016-3702,14.356670925714285,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.1978251, ""class"": ""SF""}, {""r"": 0.3956502, ""class"": ""SF""}, {""r"": 0.5934753, ""class"": ""SF""}, {""r"": 0.7913004, ""class"": ""SF""}, {""r"": 0.9891255, ""class"": ""SF""}, {""r"": 1.1869506, ""class"": ""SF""}, {""r"": 1.3847757, ""class"": ""SF""}, {""r"": 1.5826008, ""class"": ""SF""}, {""r"": 1.7804259, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.978251, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-3702.png
11016-3703,0.9487161412871287,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-3703.png
11016-3704,6.39387105,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,Bad_SNR (Lineless),Bad_SNR (Lineless),Bad_SNR (Lineless),False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-3704.png
11016-6101,2.609958289292035,eLIER,LIER,Bad_SNR (Lineless),False,0.87896368,eLIER,LIER,Bad_SNR (Lineless),False,0.9738241999999999,eLIER,LIER,Bad_SNR (Lineless),False,0.87896368,eLIER,LIER,Bad_SNR (Lineless),False,0.87896368,"[{""r"": 0.10987046, ""class"": ""LIER""}, {""r"": 0.21974092, ""class"": ""LIER""}, {""r"": 0.32961138, ""class"": ""LIER""}, {""r"": 0.43948184, ""class"": ""LIER""}, {""r"": 0.5493523, ""class"": ""LIER""}, {""r"": 0.65922276, ""class"": ""LIER""}, {""r"": 0.76909322, ""class"": ""LIER""}, {""r"": 0.87896368, ""class"": ""LIER""}, {""r"": 0.98883414, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 1.0987046, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-6101.png
11016-6102,0.40513385690406317,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-6102.png
11016-6103,0.41700153117021277,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-6103.png
11016-6104,0.8410833761344538,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,Lineless,Lineless,Lineless,False,nan,,/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-6104.png
11016-9101,16.592378842105266,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.29017947, ""class"": ""SF""}, {""r"": 0.58035894, ""class"": ""SF""}, {""r"": 0.87053841, ""class"": ""SF""}, {""r"": 1.16071788, ""class"": ""SF""}, {""r"": 1.45089735, ""class"": ""SF""}, {""r"": 1.74107682, ""class"": ""SF""}, {""r"": 2.03125629, ""class"": ""SF""}, {""r"": 2.32143576, ""class"": ""SF""}, {""r"": 2.61161523, ""class"": ""Bad_SNR (Lineless)""}, {""r"": 2.9017947, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-9101.png
11016-9102,26.59597258500914,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,SF,SF,SF,False,nan,"[{""r"": 0.20531373, ""class"": ""SF""}, {""r"": 0.41062746, ""class"": ""SF""}, {""r"": 0.61594119, ""class"": ""SF""}, {""r"": 0.82125492, ""class"": ""SF""}, {""r"": 1.02656865, ""class"": ""SF""}, {""r"": 1.23188238, ""class"": ""SF""}, {""r"": 1.4371961100000001, ""class"": ""SF""}, {""r"": 1.6425098400000002, ""class"": ""SF""}, {""r"": 1.8478235700000003, ""class"": ""SF""}, {""r"": 2.0531373000000004, ""class"": ""Bad_SNR (Lineless)""}]",/home/idies/workspace/Storage/oturner11/persistent/LIER classification pipeline/All Classifications/Figures/11016/11016-9102.png
